Skills,worker_location,Price,SuccessRate
"Academic Editing,Video Production,Production Sound Mixing,Adobe PhotoshopGraphic Design,Adobe Illustrator,Transcription,Audio Production,Audio Design",Bangladesh,77.86,95.0
"Lead Generation,Zoom Video Conferencing,Subtitles,Magazine Layout,Watercolor Painting",United States,32.0,100.0
"Internet Research,Logo Design,SEO,Adobe Animate,Audio Editing,Blogger,Mac OS App Development,Translation Japanese English,Translation Polish English,Macros,Female Voice Over,Voice Recording,Architectural Design,Adobe Acrobat",Belarus,216.13,100.0
"Adobe Creative Suite,Poster Design,Data Visualization,Business Consulting,Lead List",Croatia,65.06,95.0
"Adobe Audition,Email Handling,Graphic DesignAdobe Photoshop,explainer videos,Audio Editing,User Experience DesignCreative Direction,Voice Talent,Responsys Marketing,Layout Design,Adobe Acrobat",United States,12.72,92.0
"English Punctuation,Data Entry,Translation,Voice ActingNarration",Philippines,3.0,100.0
"Translation English German,Shopify,Social Media ManagementSocial Media Marketing,Graphic Design,Audio Recording,Logo Design,Web Application,Fashion Photography,Adobe Photoshop,Data EntryMarket Research,PreziStrategic Planning,Corporate Brand Identity",Ukraine,414.33,100.0
"Infographics,Graphic Design,Label and Package Design,Italian GrammarItalian Proofreading,Academic Writing,VBA",Ukraine,31.34,100.0
"Graphic Design,Titles,Illustration,Technical Documentation,Video Editing",Ukraine,23.14,98.0
"Sketch,Logo DesignBusiness Card,Spanish Proofreading",Ukraine,28.03,100.0
"JavaScript,Whiteboard Animation,Financial Writing,Translation English IndonesianTranslation Indonesian English,Brochure Design,Translation Swedish EnglishSubtitles,Academic Writing,Web ResearchCustomer Service,Drop ShippingShopify",Macedonia,347.84,100.0
"Illustration,Translation,Adobe InDesign",Ukraine,43.73,100.0
"Print Design,Photo EditingRetouching,Compositing,Teaching English",Ukraine,120.79,100.0
"Microsoft PowerPoint,Social Media AdvertisingFacebook Marketing,Ecommerce Platform Development,Website Optimization",Spain,30.99,95.0
"VFX Design,Design Patterns,Growth StrategyBusiness Consulting,English Proofreading,Social Media Design,Flyer Design,Forex Trading,Notary Public",Ukraine,51.21,100.0
"Graphic Design,Brochure Design,Writing,Green screen,Web Research,Video Ads",Kenya,51.74,99.0
"Translation English German,Music Videos,Graphic Design,Optimizepress,Design Theory,Transcription",Russia,51.21,80.0
"SAI,Adobe Premiere ProAdobe After Effects,Rotoscoping,Video Design,Adobe Photoshop,Flyer DesignPhoto Editing,Video Editing,Video Post Editing,Digital Illustration",Dominican Republic,14.69,100.0
"Corporate Taxes,Digital Illustration,Voice Over,Prototype,Photobook Design,Financial Analysis,Pinnacle Studio,Administrative Support,Adobe Premiere Pro,Photobook",Egypt,43.18,100.0
"PHPDrupal,ASP.NET,Japanese,Swift,Audio Editing,React Native,English Punctuation,English Spelling,Translation English Japanese,Audiobook",Russia,166.59,100.0
"Graphic Design,Organizational Development",France,3.0,100.0
"Localization,Marketing Communications,ReactLaravel,Label and Package Design,Translation French ArabicTranslation French English,Public Speaking,IT Operations,Typing,Writing,Teaching EnglishTranslation,Web Design,Content Writing",United States,42.48,100.0
"Print Design,Translation Russian English,Angular",United States,223.13,95.0
"Internet Research,Translation,Translation English Koreannan,Narration,Voice Over English,Volusion,Communications,Translation Ukrainian English,Adobe InDesign",United States,18.26,99.0
"Business Card Design,Email Marketing",Brazil,22.71,77.0
"Inbound Marketing,Music Videos,Adobe IllustratorAdobe InDesign,Translation English German,Academic TranslationSubtitles,Lead Generation,International Law,Content Editing,Academic Writing,English Grammar",Pakistan,239.23,100.0
"English,Graphic Design,CAD",United States,36.13,100.0
"Chinese,Translation French English,Translation English Italian,Translation English Polish,French,Menu Design,Grammar,Quantitative Finance,Translation English French,English Grammar,Specifications,Microsoft Power BI,eBook",Georgia,35.92,100.0
"SQL,Hardware Prototyping,Poster Design,Comic Art,Node.jsJavaScript,Adobe Encore,Flyer Design,CopywritingDesign Thinking",Albania,7.1,99.0
"JavaScript,Translation Russian Ukrainian,Translation,Voice Over,Page Layout DesignTypesetting,Layout Design",Ukraine,49.56,100.0
"English,User Experience DesignUser Interface Design,Translation French English,Interactive Voice Response,SingingVoice Talent,Translation English French,SEO Audit,Web Design,Translation Spanish French,Fluid UI,CopywritingDesign Thinking",Egypt,58.74,98.0
"Poster Design,Management Consulting,Competitive Analysis,Adobe IllustratorTranslation Russian English,SEO Keyword Research,Brand Development",Ukraine,18.95,93.0
"Design for Manufacturing,Adobe PhotoshopAdobe InDesign,SEO BacklinkingLink Building",Venezuela,94.11,100.0
"Translation English German,Infographics,Translation,Adobe Audition,Poster Design,PhotographyAd Copy,Translation English Czech,Translation English Slovak,Proofreading,Cover DesignBook Cover Design,Appointment Setting,Medical Records Research,Translation Polish English,Translation English Russian,Corporate Brand Identity,Slovakian",United States,57.19,48.0
"Translation Russian Ukrainian,Whiteboard Videos,Voice Over,Murals,Illustration,Adobe Photoshop Lightroom,Audiobook,Voice Recording",Pakistan,67.39,100.0
"Print Design,Label and Package Design,Clothing,Brochure Design,Pitch Deck,Final Cut Pro X",Canada,3.0,99.0
"Print Design,Adobe DreamweaverAdobe Flash,Data Encoding,Audio Editing,Content Creation,NationBuilder,Teaching English,Adobe Photoshop,Trailer,Adobe Photoshop Lightroom,Flyer Design,Adobe Illustrator,PC,Android",United States,67.4,100.0
"Graphic Design,Product Management,Mixpanel,Facebook MarketingFreelance Marketing,TranslationGerman,Italian,TranscriptionWriting,Onshape,ProofreadingTranslation,Shopify,Interactive Voice Response,Graphic DesignVideo Production,Translation English French,Voice Acting,Trademark ConsultingLegal,Print Design,Translation,Organizer,Flyer Design,SEO Keyword Research,eCommerce,Translation Italian Russian",India,55.05,91.0
"Logo Design,Email Technical Support,Graphic Design,Email Handling",Ukraine,14.95,100.0
"JavaScript,Book,Sales Copywriting,Finance,Microsoft Access ProgrammingVBA,Business",Philippines,65.54,100.0
"Shopify,Electrical Engineering,Poster Design,Logo Design,Brochure Design,Microsoft Word,Translation English ItalianTranslation Italian English,Translation Dutch German,Screenwriting,Adobe PhotoshopInternet Marketing,Data Analytics,Corporate Brand Identity,eCommerce,WooCommerce,Adobe Acrobat",Mexico,230.16,82.0
"Editorial Design,English Spelling,Office,English Grammar",Egypt,606.53,88.0
"Translation Italian Spanish,Product Listing",United States,36.97,100.0
"White Paper Writing,Print Design",United States,20.72,100.0
"Translation Hindi English,jQuery,Excel VBAExcel,Pitch Decks,Adobe Photoshop,PHP,Node.js",Egypt,30.86,100.0
"Academic ResearchCopyediting,Website Prototyping,PHP Script,Voice TalentSinging,Digital Art,Book,Frontend Development,Musical Transcription,English Grammar,Music,Music Production",Mexico,34.04,73.0
"Translation Spanish English,Civil Law,eLearning,Video Ads",Ukraine,74.3,100.0
"Adobe IllustratorLogo Design,Internet Marketing,Musical Composition,Business Card Design,Adobe Illustrator,Translation English Ukrainian,Executive Assistant,Corporate Brand Identity,Call Handling,Layout Design",France,26.29,98.0
"Translation English Dutch,Translation,Logo Animation,Financial Writing,Content Creation,Product ManagementBusiness Analysis,Motion Design,Layout Design",Ukraine,17.65,100.0
"Layout Design,Poster Design",Ukraine,194.63,100.0
"Lua,Executive Coaching,Video Production,Workshop Facilitation,Comedy Writing,Logo Design,Call Support,Acrylic Painting,Office Administration,Adobe InDesign,WordPress,Autodesk AutoCADMicrosoft Office,Presentation Design,Project Management,Design Theory",Ukraine,17.34,100.0
"YouTube,Marketing ResearchWeb Research,Translation Lithuanian English,Translation English Brazilian Portuguese,Database Management,CSS",Costa Rica,62.98,100.0
"Photo ManipulationImage Processing,Translation English ArabicTranslation Arabic English,Marketing Collateral,Brochure",Australia,37.01,100.0
"Adaptive Web Design,Graphic Design,Label and Package Design,Corona Renderer,SwiftiOS Development,Photobook",Slovakia,11.61,97.0
"Graphic Design,Interior Design,Logo Design,Live Interpreter,Microsoft Office,Translation Portuguese English,Express,Microsoft PowerPoint,WritingTranslation English Russian,Translation English Arabic",Germany,74.55,100.0
"Clothing,User Experience Design,eBook Design,Character Design,Sketching",United States,13.0,93.0
"Poster Design,Translation English Vietnamese,Website DevelopmentShopify,Facebook Marketing,Business,Production Sound MixingProofreading,Presentation Design,Project Management Capability,Adobe Premiere Pro",India,238.49,100.0
"IT Management,Docker,Video Production,Ionic Framework,SEO,Database Design,ASP.NET MVCXamarin,Node.js,MongoDB",United States,34.29,96.0
"JavaScript,Investment Strategies,MS Excel,Injection Mold Design,Quantitative Finance,Financial AnalysisFinancial Modeling,Email Template Design,keras,HTML",Argentina,44.73,100.0
"IllustrationCorporate Brand Identity,Sony Vegas,Advertising,WordPress,Video Editing,Google Tag ManagerGoogle Data Studio,Proofreading,Video Conversion",United States,50.83,74.0
"Voice OverVoice Talent,Brand Marketing,Logo DesignArt Direction,Visual Website Optimizer,GUI Design,Presentation Design,Voice Acting,Adobe Premiere,Web Apps",Ukraine,41.19,100.0
"JavaScript,eBook Design,Sticker Design",China,222.11,100.0
"Translation,Microsoft WordMicrosoft Excel,Quantity Surveying,EconomicsStatistics,Proofreading",Ukraine,52.15,100.0
"Localization,Motion Graphics,Adobe Audition,Article Rewriting,explainer videos,Typing,Adobe Photoshop,WordPress,TranscriptionTranslation,Voice Talent,Male Voice Over,Organizational Development",China,36.32,82.0
"RetouchingPhotography,Business Strategy",United States,40.58,100.0
"Singing,News Writing Style,Translation English Flemish,Radio Broadcasting,Interior Design,Voice Over,Brochure Design,SQLite Programming,Autodesk Revit,Web Design,Architectural Rendering,Corporate Brand Identity,Architectural Design,Ecommerce Platform Development",United States,26.39,100.0
Digital Marketing,Philippines,3.0,100.0
Layout Design,Australia,46.86,93.0
"Grant Application,Logo Design,eBook Design,FMOD,Architectural Design",Ukraine,561.42,99.0
"CG Artwork,Radio Broadcasting,Voice Over,Commercials,TV Broadcasting,Voice Over British Accent",Cambodia,69.72,100.0
"Label and Package Design,Photography,Digital Art,DaVinci Resolve,Video Advertising,Food Photography,KeyShotAdobe Photoshop,Digital Photography,Photo Editing,UX Design,Adobe Photoshop Lightroom,Photograph Color Correction,Video Editing",Philippines,48.06,100.0
"CodeIgniter,Shopify,Video Production,Translation Czech Polish,LaravelJavaScript,Video Color Correction,Bootstrap,eCommerce,React,Content Writing,WooCommerce",United States,16.88,100.0
"Banner Ad Design,Creative Writing,Photo Manipulation,Video Ads,Shopify,Shopify Templatesnan,Graphic DesignMicrosoft Word,Motion Design,WooCommerce,Captions,Newsletter Writing,eCommerce,Explainer Video,AuditingProofreading,Translation Italian Spanish,Audiovisual TranslationMicroservices,Film Editing,Calligraphy,Training",India,27.61,100.0
"JavaScript,Report Writing,Presentation,English Spelling,Voice Acting",Colombia,19.01,100.0
"Squarespace,Logo Design",Argentina,147.8,100.0
Cartoon Character,Serbia,40.77,100.0
"TypeScript,Shopify,Adobe Creative Suite,Lead GenerationData Mining,Translation Italian Spanish,Packaging Design",Ukraine,209.78,99.0
"JavaScript,Whiteboard Animation,Typesetting,Game Testing",Armenia,35.26,99.0
"R,Translation English AlbanianESL Teaching,Photorealistic Rendering,sketch appMobile UI Design,Translation Chinese Thai,Figma,English Proofreading,Web Design,Translation English Mandarin,Architectural Rendering,Translation English Ukrainian,Translation Ukrainian English",Ukraine,32.43,100.0
"Packaging Design,Chroma Key,Architectural Rendering,Data Entry,Machine LearningPython",United Kingdom,212.15,100.0
"Sales,Voice Over,Fashion Illustration,Cartoon CharacterAdobe Photoshop,Finance,Supplier Development,Data Visualization,PHP",India,3.0,100.0
"Logo Design,Subtitles,Translation English Portuguese,Acting,Comic Writing,Translation Portuguese English,Adobe Illustrator,Corporate Brand Identity",Philippines,44.63,98.0
"Logic Pro,Virtual Assistant,Character Animation,Sound Effects,Motion Design,Mixing,Mastering,Infographic,Explainer Video",India,13.57,100.0
"Voice Acting,Video Editing,Book",United Kingdom,36.03,100.0
"JavaScript,Photo Manipulation,Data Science",Ukraine,16.7,99.0
"Graphic Design,Virtual Assistant,Pitch Decks,Logo Design,Brochure Design,Corporate Law,Data Entry,Proofreading,Shopify SEO",United States,37.46,94.0
"Microsoft Excel,Product DesignPrototyping",Canada,20.21,100.0
"Adobe IllustratorAdobe InDesign,RESTful API,R,Translation,MS Excel,Survey Design,Principle,Adobe Photoshop,keras,Adobe Illustrator,Corporate Finance,Translation English Ukrainian,Amazon Web Services,Proofreading",India,46.66,80.0
"Vector Graphics,Voice Over English,Official Documents Translation",Ukraine,64.18,85.0
"Brand Marketing,Graphic Design,Rapid Prototyping,Logo Design,Wireframes,English Proofreading,Mobile UI Design,Product Photography,Brochure DesignBusiness Card Design",Philippines,30.55,89.0
"Print Design,Graphic Design,Logo Design,Python Pandas,PHPCodeIgniter,Python,Linux System Administration,Adobe InDesign",Ukraine,22.13,100.0
"Motion Design,Brochure Design,CSSBlockchain",United States,48.99,99.0
"Graphic Design,Voice Over,Book Cover Design,Project Objectives,TV Broadcasting,Project Portfolio Management,Voice Over British Accent,Adobe Photoshop,CopywritingEmail Handling,SEMrush,Adobe Illustrator,Project Management,Female Voice Over,Voice Recording,PreziKeynote",United Kingdom,3.0,96.0
"Adobe IllustratorAdobe Photoshop,Retouching,Adobe Audition,Adobe PremiereAdobe After Effects,Translation English Portuguese,Motion Design,Data Entry,Adobe InDesign",Ukraine,126.94,100.0
"JavaScript,Adobe Audition,Interior Design,Virtual Assistant,Logo Design,Microsoft Sharepoint,Audio Editing,EditingReports,Google Docs,Voice Talent,Adobe Illustrator,Male Voice Over,Music Production",Russia,48.31,100.0
"WooCommercejQuery UI,User Experience DesignUser Interface Design,Amazon,Regression Testing,Translation English Italian,Editorial Design,Italian,Academic Proofreading,Business,Commercial Photography,Email Copywriting,Voice TalentAudio Production,eBay Marketing,Adobe Acrobat",India,33.54,96.0
"Photorealistic Rendering,Brochure Design,Voice Over American Accent,Project Management,Data Entry",United Kingdom,27.85,100.0
"Microsoft Excel,Graphic Design,Logo Animation,Photojournalism,Injection Mold Design,Product Design,Data Visualization",Ukraine,39.7,100.0
"UI Graphics,Microsoft Excel,SEO Writing,Excel,Shopify,User Experience Designsketch app,Adobe PDF,Internet Research,Wireframes,Shopify Theme,eCommerce Website,Mobile UI Design,Web Crawling,Adobe InDesign",Ukraine,23.53,100.0
"Adobe Creative Suite,Data Collection,Photo Editing,Image EditingPhoto Editing,Translation Spanish EnglishError Checking",Vietnam,48.93,100.0
"BeautyFashion,Whiteboard Animation,Microsoft Excel,Poster Design,Adobe IllustratorGraphic Design,explainer videos,Adobe Photoshop,WordPress,Adobe Illustrator,Voice Acting",Ukraine,10.34,83.0
"TableauMicrosoft Excel,Figma,Architectural Design,SQL,Shopify,Voice Over,Shopify Templatesnan,Web Design,Product Descriptions,Audiobook,VBA,Hardware Prototyping,Virtual Assistant,eCommerce,Web Application,Narration,Translation Spanish Italian,Voice Over British Accent,Web Research,Graphic DesignFrontend Development",Ukraine,22.62,99.0
"Error Checking,Blog Writing,Packaging Design,Writing,Material Design,English Grammar",United States,225.29,100.0
Adobe Premiere Pro,Russia,3.0,97.0
"Content Writing,Product Photography",Serbia,158.69,100.0
"Graphic Design,Translation Russian English,Video Production,Translation,Book,Blog Writing,Logo Design,Proofreading,Digital Photography,Editing,Translation English Russian,Storytelling,Translation Ukrainian English,Adobe InDesign,Training",Haiti,50.65,100.0
"Retouching,Operations Management,Business Card Design,Subtitles,Translation English Portuguese,User Interface Design,Architectural Design,Shopify SEO",United States,14.09,100.0
"Electronic Design,Packaging Dieline,Subtitles,Branding,Translation English Portuguese,Translation Portuguese English,Creative Writing,Adobe After Effects",Ukraine,48.46,100.0
"Sound Mixing,Singing,User Experience Design,Male Voice OverSubtitles,Advertising Strategy,User Interface DesignWeb Design,Conversion Rate Optimization,Brand Guidelines,Voice Over British Accent,UX Design,Adobe Premiere Pro,Voice TalentVoice Acting,Physical Fitness",Pakistan,3.55,100.0
"Whiteboard Animation,Album Covers,eLearning",Russia,35.14,100.0
"eCommerce,Product Listing,DevOpsProject Management,Adobe Photoshop Lightroom",Bangladesh,7.11,99.0
"Business Analysis,Singing,Audio Editingnan,Voice Over,Translation Russian EnglishEnglish Proofreading,Voice Over English,Financial Accounting,CartooningPortraiture,Inventory Management,Translation Brazilian Portuguese English,Financial Modeling,Bank Reconciliation",Turkmenistan,26.95,99.0
"Graphic Design,Email DesignGraphic Design",United Kingdom,50.42,99.0
Translation English German,Venezuela,22.55,100.0
"Adobe Creative Suite,Voice Over,Logo Design,Marketing Strategy,Explainer Video",India,41.81,100.0
"Microsoft Excel,Sound Effects,Photo Editing,Mixing,Mastering,Audio Production",Canada,48.36,100.0
"Localization,Photography,Product Development,Photograph Color Correction,Adobe PhotoshopAdobe Premiere,Python,Video Streaming,ASP.NET,XenForo,Shopify ThemeSEO,Social Networking Development,Brand Consulting,Adobe Premiere,Trademark ConsultingLegal,Competitive Analysis,Machine Learning,Corporate Strategy,Pixologic Zbrush,OpenCV,Business ValuationFinancial Forecasting,React Native,Photo Editing,Amazon Web Services,MongoDB",Germany,33.92,80.0
"Translation,Voice Over,CopywritingProofreading,MIDI,Dashboard",United States,24.29,99.0
"SEO Audit,Website Copywriting,Vector GraphicsLogo Design",Venezuela,6.32,100.0
"Administrate,Print Design,JavaScript,Order Entry,SAI,Leadership,Proofreading,Voice Recording,Order Fulfillment,TeamViewer,Corporate Brand Identity,Customer Support,Layout Design",Romania,454.57,100.0
"Exterior Rendering,Interior Design,Facebook Advertising,Web Design,Architectural Rendering,Animation",Russia,5.76,99.0
"JavaScript,Adobe IllustratorAdobe InDesign,Financial Writing,EventsPhotography,Fashion Photography,Adobe PhotoshopAdobe Photoshop Lightroom,Events,Product Photography,Adobe Photoshop Lightroom,Adobe Photoshop LightroomRetouching,Animation",United Kingdom,22.1,84.0
"Graphic Design,Spring Boot,Lead Generation,Logo Design,English Proofreading,Editing,Blender,Adobe Premiere Pro",Philippines,48.89,100.0
"MS Excel,Network Administration,Sales Strategy,Data Recovery,Instructional DesignGraphic Design,Microsoft ExcelMicrosoft Office",Philippines,69.72,99.0
"Sales,Templates,Social Media Post,Translation,Translation English Italian,Pitch Deck,Data Visualization,Audiovisual Translation,Proofreading",Peru,86.62,100.0
"eCommerce Website,Corporate Brand Identity,SEO Writing,Social Customer Service",Italy,159.58,100.0
"JavaScript,Magento,English Punctuation,GUI Design,Architectural Rendering,API Development",Philippines,54.16,87.0
"Pixologic Zbrush,Adobe PDF,Microsoft Office,Translation English Russian,Explainer Video",Pakistan,132.82,100.0
"Microsoft Excel,MS Excel,Textile Design,Investment Banking,Data AnalyticsMicrosoft Excel,Fashion Design,Translation Albanian English,Business Strategy,ASP.NET MVC,Capital Markets",France,8.15,99.0
"Corporate Brand IdentityBrand Identity,TableauPython,Shopify Apps,Translation,Microsoft Excel,Internet Research,LogoAdobe Photoshop,Material Design,Academic Research,PSD to HTML,Adobe Photoshop LightroomAdobe Illustrator",Slovenia,71.55,100.0
"JavaScript,Localization,Translation,Poster Design,Public Speaking,Final Cut Pro,Branding,Article Rewriting,Writing,Sound Design,Photo sharing,MagentoPHP",Egypt,21.23,99.0
"Production Sound Mixing,Full Presentation Design,Sound Effects,MySQL,Audio EditingPhoto Editing,Mastering,Female Voice Over",Russia,34.91,92.0
"Brochure Design,SDL Trados,Social Media Marketing,Sales Writing",Pakistan,20.6,92.0
"Translation English Ukrainian,Icon DesignLogo Design",United States,38.1,100.0
"Legal Research,Comedy Writing,Management Consulting,SEO Keyword Research,Facebook Marketing,Market Research,Web Analytics,Video Color Correction,Marketing,Startup Consulting",Ukraine,33.08,100.0
"Design Enhancement,Shopify,Logo Design,Translation Italian Spanish,Adobe Photoshop,User Interface Design,Line Editing,Marketing Strategy,Ecommerce Platform Development,WooCommerce",United States,39.89,98.0
"Localization,Translation English Slovak,Developmental Editing,Logo Design",Indonesia,5.85,95.0
"Brochure Design,Adobe Acrobat",China,28.61,100.0
"Node.js,Database Programming,Firebase,Quick Books Online",Romania,127.37,100.0
"Research Papers,Microsoft Excel,Translation Polish English,Logo DesignAdobe Photoshop",Bangladesh,47.39,100.0
"Voice Over Australian Accent,Website Content,Flash Animation,Branding,Adobe Photoshop Lightroom,Photograph Color Correction,Microsoft PowerPoint,Adobe Premiere",Mexico,30.58,100.0
"CRM,Infographics,Instagram Marketing,Lead GenerationData Entry,Leadpages,Adobe Premiere",United States,234.47,100.0
"Adobe IllustratorAdobe InDesign,Translation,Book,Editing,English Spelling,PreziStrategic Planning,Proofreading",Egypt,39.98,100.0
"Product Development,CopywritingProofreading,Packaging Design,Facebook Marketing,Direct Marketing,Conversion Rate Optimization,Media Analytics,Content Production,SEO Keyword Research,Startup Consulting",Ukraine,76.88,100.0
"Photography,Typing,Final Cut Pro X,Photo Editing,Creative Writing,Product Photography,Adobe Photoshop Lightroom,Photograph Color Correction,Transcription",Uruguay,13.58,99.0
"Print Design,JavaScript,Adobe PhotoshopAdobe Photoshop Lightroom,WordPress,Technical TranslationEditorial Translation",Austria,25.08,99.0
"Inbound Marketing,English Proofreading,Web Design,English Grammar,MySQL Programming",Ukraine,50.68,100.0
Illustration,Poland,32.46,100.0
"Brochure Design,Teaching Spanish,Google Docs,Social Media Marketing",Ukraine,37.35,80.0
Explainer Video,Brazil,3.12,100.0
"Mechanical Engineering,Press Release Writing,Voice Over,Technical WritingeBook Writing,Social Media MarketingData Entry,Voice Over English,Writing,Translation Greek English,Story Editing,Dialog Editing,Adobe Premiere Pro,Female Voice Over,Cartooning,Adobe InDesign,Physical Fitness,Pop Art",United States,37.14,100.0
"Supply Chain Modeling,QlikTech QlikView,VectorWorksBook Cover Design,Interior Design",Argentina,76.0,100.0
"Label and Package Design,Motion Graphics,Brochure Design,Instructional Design,Adobe Photoshop,Translation Dutch German,SaaS,Flyer Design,Data Analytics,Corporate Brand Identity,Adobe InDesign,Angular,Adobe Acrobat",Turkmenistan,63.89,81.0
"User Centered Design,Product Photography",United States,247.84,97.0
"SEO Writing,YouTube,Voice Over,Voice TalentInteractive Voice Response,Voice Over English,Academic Writing,Translation English Ukrainian,Physical Fitness",China,63.3,99.0
"Translation,Virtual Assistant,Brochure Design,Facebook Advertising,Microsoft PowerPoint,Proofreading",Russia,49.1,100.0
"Research Documentation,Payments,Chemistry,Blog Development,Adobe InDesign",United States,40.35,100.0
"ElectronicsResearch,Icon Design,Adobe After Effects,Photograph Color Correction,Content Writing",United Kingdom,225.53,100.0
"English,Mechanical Engineering,Translation English Italian,Interactive Voice Response,French,Consulting,Pixologic ZbrushSolidWorks,Academic Writing,Translation Italian French,Official Documents Translation",Ukraine,36.56,99.0
"Book Editing,Japanese,SolidWorks,Adobe Photoshop,Adobe Illustrator,Marketing Strategy,Voice TalentEnglish,Copyediting,Training",United Kingdom,29.77,98.0
"DraftingMechanical Design,UI Graphics,Amazon Webstore,Logo DesignArt Direction,Brochure Design,Office,Development,GUI Design",Italy,99.16,99.0
"Print Design,Engineering Drawing,Graphic Design,Amazon MWS,Logo Design,EnglishIndonesian,French",Serbia,49.54,100.0
"Translation Russian Ukrainian,Adobe PhotoshopRetouching,Final Cut Pro,Adobe After Effects,Visualization",Ukraine,64.21,86.0
"eCommerce Website,Virtual Assistant,Voice Over,Audiobook",United States,209.64,100.0
"Data VisualizationBusiness,Social Media Post,Plant Selection,Branding StrategyLogo Design,Video EditingVideo Post Editing,Logo DesignLabel and Package Design,Illustration,firebird,RussianEnglish",Ukraine,136.8,100.0
"Technical Supportnan,RetouchingPhotography,Translation Dutch English,Customer Service,Salesforce,Sales,Book,Logo Design,Pitch Deck,Audacity,Content Creation,Business Consulting,Alibaba Sourcing,eCommerce,Chat Support,Storytelling,WooCommerce,Shopify SEO",Brazil,44.06,100.0
"Photo Editing,Architectural Design",Brazil,26.82,100.0
"Graphic Design,Translation Russian English,Logo Design,PDF Conversion,Presentation Design,Critical Thinking",Indonesia,16.18,99.0
"OpenCV,Lead Generation,AWS IoT Core,explainer videos,Machine Learning,Python,Capital Markets",Philippines,16.18,83.0
"Logo Design,CorelDRAW,Process Design",Ukraine,41.93,100.0
"Print Design,Docker,MapKit,Splunk,User Experience Design,Bulma,Advertising,Business Development,Brochure Design,Adobe Premiere",India,46.99,99.0
"Print Design,Shopify,Translation Arabic EnglishArabic,Autodesk Revit,Adobe Photoshop,Web Design,Architectural Rendering,Adobe Flash",United Kingdom,56.03,85.0
"CRM,Adobe Photoshop,Book,Japanese",Ukraine,9.97,100.0
"Translation,Brochure Design,Product Design,Translation English Russian,Layout Design",Russia,12.34,100.0
"CodeIgniter,Translation,Graphic DesignBrochure Design,English Proofreading,Adobe Photoshop,Fashion Retouch,Character Design,Game Design",Ukraine,32.2,100.0
"Product DesignDesign Research,Translation English Italian,Tableau,Adobe InDesign,English,QGIS,Voice Over,Translation English French,Lean Consulting,Adobe Premiere Pro,Keynote,Microsoft Power BI Data VisualizationTax Preparation,Translation French English,Game Audio,RPG Development,PreziKeynote,Voice Recording,Retail,Web ProgrammingWeb Design,Narration,Brand Strategy,Data Visualization",Ukraine,3.0,100.0
"Voice OverVoice Over English,Wordfast",Philippines,322.62,100.0
"Medical Narration,Content Management,Editing,Creative Writing,Embroidery,Voice Over,Translation English French,Email Template Design,Brand Consulting,Startup Consulting,R,Brochure Design,Technology,Organizer,Market Research,SalesTelemarketing,Music ProducingSound Synthesis,Structural Detailing,JavaScript,Facebook Marketing,Interviewing,Translation English Thai,Engineering TutoringAutodesk AutoCAD",Ukraine,3.0,100.0
"English,Interactive Voice Response,French,Italian,Translation English French,Web Design,Translation French Spanish,Christian Theology,Voice Talent,Time Management,Recipe WritingRecipe Development",Brazil,23.66,100.0
"Voice Acting,Illustration,Google,Templates",Brazil,47.51,100.0
"Adobe IllustratorAdobe InDesign,Design Patterns,Business Card,Portrait Painting,SEO WritingGhostwriting,Writing,Banner Ad Design,Fashion Retouch,Adobe PhotoshopAdobe Illustrator,Elementor,Business,Translation English KoreanTranslation Korean English,Ghostwriting,Sales Writing",Serbia,41.23,100.0
"Whiteboard Animation,Logo Animation,Adobe Audition,Web Scraper,Audio Editing,Banner Ad Design,Voice Talent,Flyer Design",United States,82.35,96.0
"Book Editing,Translation Spanish English,Website Copywriting,SEO,Developmental Editing,Book Writing,Illustration,Translation Japanese English,Vector Graphics,Explainer Video",Brazil,50.64,99.0
"Data AnalyticsQuantitative Research,Adobe Creative Suite,Voice Over Australian Accent,Translation,Hindi,Narration,Adobe Photoshop,Architectural Rendering,Christian Theology,Adobe Photoshop Lightroom,Microsoft PowerPointData Modeling",Sweden,177.38,97.0
"Poster Design,Squarespace,Icon DesignAdobe Illustrator,Video Color Correction,Surface Design,Business Card Design,Instagram Marketing,Microsoft WordMicrosoft Excel,Photo EditingRetouching,Mapinfo,Commercial Photography,Stationery Design,Model Photography,Lead Generation,Gouache,CorelDRAW,Photo Slideshow,Logo,CSSBlockchain,Translation Turkish English,Music,EnglishTranslation",Venezuela,32.3,100.0
"Book Editing,Content Editing,Data Encoding,English Punctuation,English Grammar",China,16.92,100.0
"Data Mining,Ruby on Rails,Polish,Time Management,DevOps,Visualization,Physical Fitness",Ukraine,71.3,99.0
"White Paper Writing,WordPress,Voice TalentVoice Acting,React",Macedonia,32.85,86.0
"Whiteboard Animation,Graphic Design,Dialog Editing,Sound Design,CopywritingEmail Handling,Business,Adobe Illustrator,Project Management,Audio Production",Ukraine,72.52,100.0
"Medical Narration,Adobe Flashnan,Adobe Photoshop,Adobe Illustrator,Article Writing,Technical Support",United Kingdom,15.46,92.0
"DraftingMechanical Design,SEO Writing,Translation Portuguese Spanish,Icon DesignLogo Design",United States,30.08,97.0
"Estimator,SEO Writing,Graphic Design,Academic WritingBusiness,Logo Design,Menu Design,Illustration,English Spelling,SolidWorks",United States,46.9,99.0
"English Proofreading,Paralegal,Copyediting,Poster Design",Ukraine,4.26,87.0
